SEQ	Code	Version	Class_Kind	Usage_Kind	Super_Class	Label	REF	Children_count	Descendant_count	PATH
15275	V65.6	2019	category		V65	Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle (Passenger injured in traffic accident)				
15276	V65.7	2019	category		V65	Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle (Person on outside of vehicle injured in traffic accident)				
15277	V65.9	2019	category		V65	Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle (Unspecified occupant of heavy transport vehicle injured in traffic accident)				
15278	V66	2019	category		V60-V69	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69
15279	V66.0	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Driver injured in nontraffic accident)				
15280	V66.1	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Passenger injured in nontraffic accident)				
15281	V66.2	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Person on outside of vehicle injured in nontraffic accident)				
15282	V66.3	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Unspecified occupant of heavy transport vehicle injured in nontraffic accident)				
15283	V66.4	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Person injured while boarding or alighting)				
15284	V66.5	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Driver injured in traffic accident)				
15285	V66.6	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Passenger injured in traffic accident)				
15286	V66.7	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Person on outside of vehicle injured in traffic accident)				
15287	V66.9	2019	category		V66	Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle (Unspecified occupant of heavy transport vehicle injured in traffic accident)				
15288	V67	2019	category		V60-V69	Occupant of heavy transport vehicle injured in collision with fixed or stationary object		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69
15289	V67.0	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Driver injured in nontraffic accident)				
15290	V67.1	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Passenger injured in nontraffic accident)				
15291	V67.2	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Person on outside of vehicle injured in nontraffic accident)				
15292	V67.3	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Unspecified occupant of heavy transport vehicle injured in nontraffic accident)				
15293	V67.4	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Person injured while boarding or alighting)				
15294	V67.5	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Driver injured in traffic accident)				
15295	V67.6	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Passenger injured in traffic accident)				
15296	V67.7	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Person on outside of vehicle injured in traffic accident)				
15297	V67.9	2019	category		V67	Occupant of heavy transport vehicle injured in collision with fixed or stationary object (Unspecified occupant of heavy transport vehicle injured in traffic accident)				
15298	V68	2019	category		V60-V69	Occupant of heavy transport vehicle injured in noncollision transport accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69
15299	V68.0	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Driver injured in nontraffic accident)				
15300	V68.1	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Passenger injured in nontraffic accident)				
15301	V68.2	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Person on outside of vehicle injured in nontraffic accident)				
15302	V68.3	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Unspecified occupant of heavy transport vehicle injured in nontraffic accident)				
15303	V68.4	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Person injured while boarding or alighting)				
15304	V68.5	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Driver injured in traffic accident)				
15305	V68.6	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Passenger injured in traffic accident)				
15306	V68.7	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Person on outside of vehicle injured in traffic accident)				
15307	V68.9	2019	category		V68	Occupant of heavy transport vehicle injured in noncollision transport accident (Unspecified occupant of heavy transport vehicle injured in traffic accident)				
15308	V69	2019	category		V60-V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents		9	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69
15309	V69.0	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Home)				
15310	V69.1	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Residential institution)				
15311	V69.2	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (School, other institution and public administrative area)				
15312	V69.3	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Sports and athletics area)				
15313	V69.4	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Street and highway)				
15314	V69.5	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Trade and service area)				
15315	V69.6	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Industrial and construction area)				
15316	V69.7	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Farm)				
15317	V69.8	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Other specified places)				
15318	V69.9	2019	category		V69	Occupant of heavy transport vehicle injured in other and unspecified transport accidents (Unspecified place)				
15319	V69.0	2019	category		V69	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15320	V69.00	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in sports activity)				
15321	V69.01	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in leisure activity)				
15322	V69.02	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While working for income)				
15323	V69.03	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other types of work)				
15324	V69.04	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15325	V69.08	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other specified activities)				
15326	V69.09	2019	category		V69.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (During unspecified activity)				
15327	V69.1	2019	category		V69	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15328	V69.10	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in sports activity)				
15329	V69.11	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in leisure activity)				
15330	V69.12	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While working for income)				
15331	V69.13	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other types of work)				
15332	V69.14	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15333	V69.18	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other specified activities)				
15334	V69.19	2019	category		V69.1	Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident (During unspecified activity)				
15335	V69.2	2019	category		V69	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15336	V69.20	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in sports activity)				
15337	V69.21	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in leisure activity)				
15338	V69.22	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While working for income)				
15339	V69.23	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other types of work)				
15340	V69.24	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15341	V69.28	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other specified activities)				
15342	V69.29	2019	category		V69.2	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident (During unspecified activity)				
15343	V69.3	2019	category		V69	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15344	V69.30	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While engaged in sports activity)				
15345	V69.31	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While engaged in leisure activity)				
15346	V69.32	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While working for income)				
15347	V69.33	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While engaged in other types of work)				
15348	V69.34	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15349	V69.38	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (While engaged in other specified activities)				
15350	V69.39	2019	category		V69.3	Occupant [any] of heavy transport vehicle injured in unspecified nontraffic accident (During unspecified activity)				
15351	V69.4	2019	category		V69	Driver injured in collision with other and unspecified motor vehicles in traffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15352	V69.40	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in sports activity)				
15353	V69.41	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in leisure activity)				
15354	V69.42	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While working for income)				
15355	V69.43	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other types of work)				
15356	V69.44	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15357	V69.48	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other specified activities)				
15358	V69.49	2019	category		V69.4	Driver injured in collision with other and unspecified motor vehicles in traffic accident (During unspecified activity)				
15359	V69.5	2019	category		V69	Passenger injured in collision with other and unspecified motor vehicles in traffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15360	V69.50	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in sports activity)				
15361	V69.51	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in leisure activity)				
15362	V69.52	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While working for income)				
15363	V69.53	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other types of work)				
15364	V69.54	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15365	V69.58	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other specified activities)				
15366	V69.59	2019	category		V69.5	Passenger injured in collision with other and unspecified motor vehicles in traffic accident (During unspecified activity)				
15367	V69.6	2019	category		V69	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15368	V69.60	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in sports activity)				
15369	V69.61	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in leisure activity)				
15370	V69.62	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While working for income)				
15371	V69.63	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other types of work)				
15372	V69.64	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15373	V69.68	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (While engaged in other specified activities)				
15374	V69.69	2019	category		V69.6	Unspecified occupant of heavy transport vehicle injured in collision with other and unspecified motor vehicles in traffic accident (During unspecified activity)				
15375	V69.8	2019	category		V69	Occupant [any] of heavy transport vehicle injured in other specified transport accidents		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15376	V69.80	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While engaged in sports activity)				
15377	V69.81	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While engaged in leisure activity)				
15378	V69.82	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While working for income)				
15379	V69.83	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While engaged in other types of work)				
15380	V69.84	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While resting, sleeping, eating or engaging in other vital activities)				
15381	V69.88	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (While engaged in other specified activities)				
15382	V69.89	2019	category		V69.8	Occupant [any] of heavy transport vehicle injured in other specified transport accidents (During unspecified activity)				
15383	V69.9	2019	category		V69	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V60-V69~V69
15384	V69.90	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While engaged in sports activity)				
15385	V69.91	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While engaged in leisure activity)				
15386	V69.92	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While working for income)				
15387	V69.93	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While engaged in other types of work)				
15388	V69.94	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15389	V69.98	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (While engaged in other specified activities)				
15390	V69.99	2019	category		V69.9	Occupant [any] of heavy transport vehicle injured in unspecified traffic accident (During unspecified activity)				
15391	V70-V79	2019	block		V01-V99	Bus occupant injured in transport accident		10	0	ICD10 2019~XX~V01-X59~V01-V99
15392	V70	2019	category		V70-V79	Bus occupant injured in collision with pedestrian or animal		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15393	V70.0	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Driver injured in nontraffic accident)				
15394	V70.1	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Passenger injured in nontraffic accident)				
15395	V70.2	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Person on outside of vehicle injured in nontraffic accident)				
15396	V70.3	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Unspecified bus occupant injured in nontraffic accident)				
15397	V70.4	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Person injured while boarding or alighting)				
15398	V70.5	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Driver injured in traffic accident)				
15399	V70.6	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Passenger injured in traffic accident)				
15400	V70.7	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Person on outside of vehicle injured in traffic accident)				
15401	V70.9	2019	category		V70	Bus occupant injured in collision with pedestrian or animal (Unspecified bus occupant injured in traffic accident)				
15402	V71	2019	category		V70-V79	Bus occupant injured in collision with pedal cycle		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15403	V71.0	2019	category		V71	Bus occupant injured in collision with pedal cycle (Driver injured in nontraffic accident)				
15404	V71.1	2019	category		V71	Bus occupant injured in collision with pedal cycle (Passenger injured in nontraffic accident)				
15405	V71.2	2019	category		V71	Bus occupant injured in collision with pedal cycle (Person on outside of vehicle injured in nontraffic accident)				
15406	V71.3	2019	category		V71	Bus occupant injured in collision with pedal cycle (Unspecified bus occupant injured in nontraffic accident)				
15407	V71.4	2019	category		V71	Bus occupant injured in collision with pedal cycle (Person injured while boarding or alighting)				
15408	V71.5	2019	category		V71	Bus occupant injured in collision with pedal cycle (Driver injured in traffic accident)				
15409	V71.6	2019	category		V71	Bus occupant injured in collision with pedal cycle (Passenger injured in traffic accident)				
15410	V71.7	2019	category		V71	Bus occupant injured in collision with pedal cycle (Person on outside of vehicle injured in traffic accident)				
15411	V71.9	2019	category		V71	Bus occupant injured in collision with pedal cycle (Unspecified bus occupant injured in traffic accident)				
15412	V72	2019	category		V70-V79	Bus occupant injured in collision with two- or three-wheeled motor vehicle		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15413	V72.0	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Driver injured in nontraffic accident)				
15414	V72.1	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Passenger injured in nontraffic accident)				
15415	V72.2	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Person on outside of vehicle injured in nontraffic accident)				
15416	V72.3	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Unspecified bus occupant injured in nontraffic accident)				
15417	V72.4	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Person injured while boarding or alighting)				
15418	V72.5	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Driver injured in traffic accident)				
15419	V72.6	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Passenger injured in traffic accident)				
15420	V72.7	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Person on outside of vehicle injured in traffic accident)				
15421	V72.9	2019	category		V72	Bus occupant injured in collision with two- or three-wheeled motor vehicle (Unspecified bus occupant injured in traffic accident)				
15422	V73	2019	category		V70-V79	Bus occupant injured in collision with car, pick-up truck or van		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15423	V73.0	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Driver injured in nontraffic accident)				
15424	V73.1	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Passenger injured in nontraffic accident)				
15425	V73.2	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Person on outside of vehicle injured in nontraffic accident)				
15426	V73.3	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Unspecified bus occupant injured in nontraffic accident)				
15427	V73.4	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Person injured while boarding or alighting)				
15428	V73.5	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Driver injured in traffic accident)				
15429	V73.6	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Passenger injured in traffic accident)				
15430	V73.7	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Person on outside of vehicle injured in traffic accident)				
15431	V73.9	2019	category		V73	Bus occupant injured in collision with car, pick-up truck or van (Unspecified bus occupant injured in traffic accident)				
15432	V74	2019	category		V70-V79	Bus occupant injured in collision with heavy transport vehicle or bus		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15433	V74.0	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Driver injured in nontraffic accident)				
15434	V74.1	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Passenger injured in nontraffic accident)				
15435	V74.2	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Person on outside of vehicle injured in nontraffic accident)				
15436	V74.3	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Unspecified bus occupant injured in nontraffic accident)				
15437	V74.4	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Person injured while boarding or alighting)				
15438	V74.5	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Driver injured in traffic accident)				
15439	V74.6	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Passenger injured in traffic accident)				
15440	V74.7	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Person on outside of vehicle injured in traffic accident)				
15441	V74.9	2019	category		V74	Bus occupant injured in collision with heavy transport vehicle or bus (Unspecified bus occupant injured in traffic accident)				
15442	V75	2019	category		V70-V79	Bus occupant injured in collision with railway train or railway vehicle		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15443	V75.0	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Driver injured in nontraffic accident)				
15444	V75.1	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Passenger injured in nontraffic accident)				
15445	V75.2	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Person on outside of vehicle injured in nontraffic accident)				
15446	V75.3	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Unspecified bus occupant injured in nontraffic accident)				
15447	V75.4	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Person injured while boarding or alighting)				
15448	V75.5	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Driver injured in traffic accident)				
15449	V75.6	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Passenger injured in traffic accident)				
15450	V75.7	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Person on outside of vehicle injured in traffic accident)				
15451	V75.9	2019	category		V75	Bus occupant injured in collision with railway train or railway vehicle (Unspecified bus occupant injured in traffic accident)				
15452	V76	2019	category		V70-V79	Bus occupant injured in collision with other nonmotor vehicle		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15453	V76.0	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Driver injured in nontraffic accident)				
15454	V76.1	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Passenger injured in nontraffic accident)				
15455	V76.2	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Person on outside of vehicle injured in nontraffic accident)				
15456	V76.3	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Unspecified bus occupant injured in nontraffic accident)				
15457	V76.4	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Person injured while boarding or alighting)				
15458	V76.5	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Driver injured in traffic accident)				
15459	V76.6	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Passenger injured in traffic accident)				
15460	V76.7	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Person on outside of vehicle injured in traffic accident)				
15461	V76.9	2019	category		V76	Bus occupant injured in collision with other nonmotor vehicle (Unspecified bus occupant injured in traffic accident)				
15462	V77	2019	category		V70-V79	Bus occupant injured in collision with fixed or stationary object		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15463	V77.0	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Driver injured in nontraffic accident)				
15464	V77.1	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Passenger injured in nontraffic accident)				
15465	V77.2	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Person on outside of vehicle injured in nontraffic accident)				
15466	V77.3	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Unspecified bus occupant injured in nontraffic accident)				
15467	V77.4	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Person injured while boarding or alighting)				
15468	V77.5	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Driver injured in traffic accident)				
15469	V77.6	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Passenger injured in traffic accident)				
15470	V77.7	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Person on outside of vehicle injured in traffic accident)				
15471	V77.9	2019	category		V77	Bus occupant injured in collision with fixed or stationary object (Unspecified bus occupant injured in traffic accident)				
15472	V78	2019	category		V70-V79	Bus occupant injured in noncollision transport accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15473	V78.0	2019	category		V78	Bus occupant injured in noncollision transport accident (Driver injured in nontraffic accident)				
15474	V78.1	2019	category		V78	Bus occupant injured in noncollision transport accident (Passenger injured in nontraffic accident)				
15475	V78.2	2019	category		V78	Bus occupant injured in noncollision transport accident (Person on outside of vehicle injured in nontraffic accident)				
15476	V78.3	2019	category		V78	Bus occupant injured in noncollision transport accident (Unspecified bus occupant injured in nontraffic accident)				
15477	V78.4	2019	category		V78	Bus occupant injured in noncollision transport accident (Person injured while boarding or alighting)				
15478	V78.5	2019	category		V78	Bus occupant injured in noncollision transport accident (Driver injured in traffic accident)				
15479	V78.6	2019	category		V78	Bus occupant injured in noncollision transport accident (Passenger injured in traffic accident)				
15480	V78.7	2019	category		V78	Bus occupant injured in noncollision transport accident (Person on outside of vehicle injured in traffic accident)				
15481	V78.9	2019	category		V78	Bus occupant injured in noncollision transport accident (Unspecified bus occupant injured in traffic accident)				
15482	V79	2019	category		V70-V79	Bus occupant injured in other and unspecified transport accidents		9	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79
15483	V79.0	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Home)				
15484	V79.1	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Residential institution)				
15485	V79.2	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (School, other institution and public administrative area)				
15486	V79.3	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Sports and athletics area)				
15487	V79.4	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Street and highway)				
15488	V79.5	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Trade and service area)				
15489	V79.6	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Industrial and construction area)				
15490	V79.7	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Farm)				
15491	V79.8	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Other specified places)				
15492	V79.9	2019	category		V79	Bus occupant injured in other and unspecified transport accidents (Unspecified place)				
15493	V79.0	2019	category		V79	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident		0	0	ICD10 2019~XX~V01-X59~V01-V99~V70-V79~V79
15494	V79.00	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in sports activity)				
15495	V79.01	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in leisure activity)				
15496	V79.02	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While working for income)				
15497	V79.03	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other types of work)				
15498	V79.04	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While resting, sleeping, eating or engaging in other vital activities)				
15499	V79.08	2019	category		V79.0	Driver injured in collision with other and unspecified motor vehicles in nontraffic accident (While engaged in other specified activities)				
